--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
| Usuário    |TMv|Cen.|Dep.|Material  |Texto breve material                    |Tp.aval. |Lote      |Elemento PEP      |Doc.mat.  |Data lçto.| Quantidade|Pedido    |Referência      |Texto cab.documento      | Nºreser.|DiagRede  |  Montante MI| 
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328504|07.01.2026|         1-|4514922108|                |                         |         |*         |    7.094,97-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328504|07.01.2026|     1,340-|4514922108|                |                         |         |*         |   50.006,46-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328504|07.01.2026|     0,360-|4514922108|                |                         |         |*         |    6.544,70-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328504|07.01.2026|     0,660-|4514922108|                |                         |         |*         |   37.117,71-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328503|07.01.2026|         1-|4514921794|                |                         |         |*         |   25.100,39-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328503|07.01.2026|         1-|4514921794|                |                         |         |*         |   25.100,39-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328503|07.01.2026|     0,500-|4514921794|                |                         |         |*         |    5.938,55-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328503|07.01.2026|         1-|4514921794|                |                         |         |*         |    7.094,97-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328503|07.01.2026|         1-|4514921794|                |                         |         |*         |    7.094,99-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328503|07.01.2026|         1-|4514921794|                |                         |         |*         |   74.636,54-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328503|07.01.2026|         1-|4514921794|                |                         |         |*         |   18.659,15-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043320726|06.01.2026|         1-|4514925830|                |ajuste percentUAL        |         |          |   37.318,27-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043320726|06.01.2026|         1-|4514925830|                |ajuste percentUAL        |         |          |   37.318,27-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043320726|06.01.2026|         1-|4514925830|                |ajuste percentUAL        |         |          |   18.659,14-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043320726|06.01.2026|         1-|4514925830|                |ajuste percentUAL        |         |          |   18.659,14-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043320726|06.01.2026|         1-|4514925830|                |ajuste percentUAL        |         |          |   18.659,14-|
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043320727|06.01.2026|     0,500 |4514925830|                |                         |         |          |   18.659,14 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043320727|06.01.2026|         1 |4514925830|                |                         |         |          |   37.318,27 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043320727|06.01.2026|         1 |4514925830|                |                         |         |          |   18.659,14 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043320727|06.01.2026|         1 |4514925830|                |                         |         |          |   18.659,14 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043320727|06.01.2026|         1 |4514925830|                |                         |         |          |   18.659,14 |
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043310982|05.01.2026|     0,600-|4514934361|05.01.2026      |Erro                     |         |1001392451|   44.781,93-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043310982|05.01.2026|     0,100-|4514934361|05.01.2026      |Erro                     |         |1001392451|    2.510,04-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043310982|05.01.2026|     0,100-|4514934361|05.01.2026      |Erro                     |         |1001392451|    2.510,04-|
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311017|05.01.2026|     0,160 |4514934361|                |                         |         |1000729343|   11.941,85 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311017|05.01.2026|     0,340 |4514934361|                |                         |         |1000729343|    8.534,12 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311017|05.01.2026|     0,340 |4514934361|                |                         |         |1000729343|    8.534,12 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311018|05.01.2026|     0,600 |4514934361|                |                         |         |1001392451|   44.781,93 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311018|05.01.2026|     0,100 |4514934361|                |                         |         |1001392451|    2.510,04 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311018|05.01.2026|     0,100 |4514934361|                |                         |         |1001392451|    2.510,04 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311019|05.01.2026|     0,280 |4514934361|                |                         |         |1001396249|   20.898,23 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311019|05.01.2026|     0,560 |4514934361|                |                         |         |1001396249|   14.056,21 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311019|05.01.2026|     0,560 |4514934361|                |                         |         |1001396249|   14.056,21 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311109|05.01.2026|     0,800 |4514925485|                |                         |         |1001336742|   20.080,31 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311110|05.01.2026|     0,200 |4514925485|                |                         |         |1001516829|    5.020,08 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311139|05.01.2026|     0,060 |4514934361|                |                         |         |1001392451|    4.478,19 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311139|05.01.2026|     0,100 |4514934361|                |                         |         |1001392451|    2.510,04 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311139|05.01.2026|     0,100 |4514934361|                |                         |         |1001392451|    2.510,04 |
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043311493|05.01.2026|         1-|4514925485|                |erro                     |         |1001336742|   25.100,38-|
